연번,시군명,업체명,소재지,사육업종,등록 또는 허가여부,데이터기준일자,매칭_상호,매칭_카테고리,매칭_지번주소,매칭_도로명주소,위도,경도
975,김제시,신덕농장,전북특별자치도 김제시 봉남면 신호리 ***번지 *호  ,한우,등록 ,2025-05-15,월촌,"시설,건물>농공시설",전북특별자치도 김제시 입석동 306-1,전북특별자치도 김제시 벽골제로 766,35.7790619,126.8706222
976,김제시,동령농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
977,김제시,동령농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
978,김제시,왕버들2농장,전북특별자치도 김제시 봉남면 화봉리 ***번지  ,한우,허가,2025-05-15,,,,,,
979,김제시,회성농장,전북특별자치도 김제시 봉남면 회성리 ***번지  ,한우,등록 ,2025-05-15,꾸지뽕전문 꿈꾸지농장,"쇼핑,유통>농수산물",전북특별자치도 김제시 봉남면 회성리 255-5,,35.7286014,126.946251
980,김제시,꿈의농장,전북특별자치도 김제시 봉남면 구정리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
981,김제시,한빛농장,전북특별자치도 김제시 봉남면 행촌리 **-*외*필지 ,한우,허가,2025-05-15,,,,,,
982,김제시,늘푸른목장,전북특별자치도 김제시 봉남면 회성리 ***번지  ,한우,허가,2025-05-15,,,,,,
983,김제시,이희철농장,전북특별자치도 김제시 봉남면 신응리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
984,김제시,금송농장,전북특별자치도 김제시 봉남면 대송리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
985,김제시,재호농장,전북특별자치도 김제시 봉남면 회성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
986,김제시,영돈농장,전북특별자치도 김제시 봉남면 신응리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
987,김제시,분순농장,전북특별자치도 김제시 봉남면 대송리 **번지 *호  ,한우,등록 ,2025-05-15,,,,,,
988,김제시,영신농장,전북특별자치도 김제시 봉남면 행촌리 **번지  ,한우,허가,2025-05-15,영신농장,"서비스,산업>축산업",전북특별자치도 김제시 봉남면 행촌리 81,전북특별자치도 김제시 봉남면 행촌1길 30-4,35.7245631,126.9678185
989,김제시,하나농장,전북특별자치도 김제시 봉남면 평사리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
990,김제시,광성농장2,"전북특별자치도 김제시 봉남면 종덕리 ***번지 (***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
991,김제시,상수2농장,전북특별자치도 김제시 봉남면 평사리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
992,김제시,회성농장,전북특별자치도 김제시 봉남면 회성리 *번지 *호  ,한우,허가,2025-05-15,꾸지뽕전문 꿈꾸지농장,"쇼핑,유통>농수산물",전북특별자치도 김제시 봉남면 회성리 255-5,,35.7286014,126.946251
993,김제시,정봉찬농장,전북특별자치도 김제시 봉남면 대송리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
994,김제시,정상정훈농장,전북특별자치도 김제시 봉남면 종덕리 ***번지  ,한우,허가,2025-05-15,,,,,,
995,김제시,접주한우영농조합법인,전북특별자치도 김제시 봉남면 신호리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
996,김제시,정우농장,전북특별자치도 김제시 봉남면 대송리 ***번지  ,한우,허가,2025-05-15,정우농장,"시설,건물>농공시설",전북특별자치도 김제시 봉남면 대송리 179,전북특별자치도 김제시 봉남면 대송로 125,35.7613529,126.9735156
997,김제시,금남농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
998,김제시,용주농장,전북특별자치도 김제시 봉남면 구정리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
999,김제시,평사농장,전북특별자치도 김제시 봉남면 평사리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1000,김제시,알곡농장,전북특별자치도 김제시 봉남면 내광리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1001,김제시,희망영농,전북특별자치도 김제시 봉남면 신호리 ***번지  ,한우,허가,2025-05-15,,,,,,
1002,김제시,현종농장,전북특별자치도 김제시 봉남면 평사리 ***번지 외 *필지 ,한우,등록 ,2025-05-15,,,,,,
1003,김제시,현종농장,전북특별자치도 김제시 봉남면 화봉리 ***번지  ,한우,허가,2025-05-15,,,,,,
1004,김제시,제내농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1005,김제시,복이농장,전북특별자치도 김제시 봉남면 신응리 ***번지  ,한우,허가,2025-05-15,,,,,,
1006,김제시,한서진농장,전북특별자치도 김제시 봉남면 구정리 ***번지  ,한우,허가,2025-05-15,,,,,,
1007,김제시,한수현농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1008,김제시,만주농장,"전북특별자치도 김제시 봉남면 회성리 ***번지 **호 (***-**, ***-**, ***-**, ***-**) ",한우,허가,2025-05-15,,,,,,
1009,김제시,형제농장,전북특별자치도 김제시 봉남면 화봉리 ***번지 외 *필지 ,한우,허가,2025-05-15,형제농장,"시설,건물>농공시설",전북특별자치도 김제시 봉남면 화봉리 599,전북특별자치도 김제시 봉남면 봉남로 299-122,35.7448433,126.9697685
1010,김제시,기원농장,전북특별자치도 김제시 봉남면 평사리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1011,김제시,삼백농장,전북특별자치도 김제시 봉남면 화봉리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1012,김제시,선민농장,전북특별자치도 김제시 봉남면 평사리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1013,김제시,황산농장,전북특별자치도 김제시 황산면 봉월리 ***번지  ,돼지,허가,2025-05-15,반송농원,"시설,건물>농공시설",전북특별자치도 김제시 황산면 봉월리 58-8,전북특별자치도 김제시 황산면 봉진로 170,35.7930507,126.9593526
1014,김제시,한솔농장,전북특별자치도 김제시 황산면 쌍감리 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
1015,김제시,전원사슴농장,    ,사슴,등록 ,2025-05-15,,,,,,
1016,김제시,형제토끼농장,전북특별자치도 김제시 황산면 쌍감리 ****번지  ,염소,등록 ,2025-05-15,형제토끼농장,"서비스,산업>축산업",전북특별자치도 김제시 황산면 쌍감리 1265,,35.7781784,126.9643442
1017,김제시,금식농장,전북특별자치도 김제시 황산면 쌍감리 ***번지 *호 (***-*) ,육계,허가,2025-05-15,,,,,,
1018,김제시,대선팜,전북특별자치도 김제시 황산면 남산리 ***번지 *호  ,육계,허가,2025-05-15,,,,,,
1019,김제시,시온농장,전북특별자치도 김제시 황산면 쌍감리 산 **번지 *호  ,육계,허가,2025-05-15,,,,,,
1020,김제시,판이농장,전북특별자치도 김제시 황산면 봉월리 ***번지 *호  ,육계,등록 ,2025-05-15,,,,,,
1021,김제시,명진농장,전북특별자치도 김제시 황산면 쌍감리 ***번지 *호  ,육계,허가,2025-05-15,명진농장,"서비스,산업>축산업",전북특별자치도 김제시 황산면 쌍감리 784-2,전북특별자치도 김제시 황산면 황산로 466-63,35.7804629,126.9439352
1022,김제시,태용농장,"전북특별자치도 김제시 황산면 봉월리 ***번지 (***, **) ",육계,허가,2025-05-15,,,,,,
1023,김제시,쌈바농장,전북특별자치도 김제시 황산면 진흥리 ***번지  ,육계,허가,2025-05-15,,,,,,
1024,김제시,선숙농장,전북특별자치도 김제시 황산면 봉월리 **번지 *호  ,육계,등록 ,2025-05-15,,,,,,
1025,김제시,남양농장,전북특별자치도 김제시 황산면 진흥리 ***번지 **호  ,육계,허가,2025-05-15,남양농장,"제조업>육류가공,제조",전북특별자치도 김제시 황산면 진흥리 256-56 남양농장,전북특별자치도 김제시 황산면 봉진로 76 남양농장,35.7886431,126.9669375
1026,김제시,양축농장,전북특별자치도 김제시 황산면 남산리 ***번지 *호  ,육우,등록 ,2025-05-15,,,,,,
1027,김제시,진우2목장,전북특별자치도 김제시 황산면 봉월리 ***번지 *호  ,젖소,등록 ,2025-05-15,진우목장,"서비스,산업>축산업",전북특별자치도 김제시 황산면 봉월리 454-2,전북특별자치도 김제시 황산면 황산로 285-26,35.7957786,126.9484544
1028,김제시,진우목장,"전북특별자치도 김제시 황산면 봉월리 ***번지 *호 ,***-* ",젖소,허가,2025-05-15,진우목장,"서비스,산업>축산업",전북특별자치도 김제시 황산면 봉월리 454-2,전북특별자치도 김제시 황산면 황산로 285-26,35.7957786,126.9484544
1029,김제시,하목농장,"전북특별자치도 김제시 황산면 진흥리 **번지 *호 (***, **-*, **-*, ***-*, ***-*, ***-**, ***, ***-*) ",젖소,허가,2025-05-15,,,,,,
1030,김제시,신성농장,"전북특별자치도 김제시 황산면 쌍감리 **번지 *호 (**-**, **-**) ",젖소,허가,2025-05-15,,,,,,
1031,김제시,계현농장,전북특별자치도 김제시 황산면 남산리 ***번지 **호  ,젖소,허가,2025-05-15,,,,,,
1032,김제시,하민농장,전북특별자치도 김제시 황산면 쌍감리 **번지  ,종계/산란계,허가,2025-05-15,,,,,,
1033,김제시,유진농장,전북특별자치도 김제시 황산면 진흥리 *번지 *호  ,종계/산란계,허가,2025-05-15,,,,,,
1034,김제시,승구농장,"전북특별자치도 김제시 황산면 용마리 **번지 *호 (**-*, **-*) ",한우,허가,2025-05-15,,,,,,
1035,김제시,장철농장,전북특별자치도 김제시 황산면 홍정리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1036,김제시,우리농장,전북특별자치도 김제시 황산면 홍정리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1037,김제시,현미농장,전북특별자치도 김제시 황산면 용마리 **번지 **호  ,한우,허가,2025-05-15,,,,,,
1038,김제시,든든한농장,전북특별자치도 김제시 황산면 봉월리 **번지 ***호  ,한우,허가,2025-05-15,,,,,,
1039,김제시,영빈농장,전북특별자치도 김제시 황산면 용마리 **번지 ***호  ,한우,등록 ,2025-05-15,,,,,,
1040,김제시,쌍둥농장,전북특별자치도 김제시 황산면 쌍감리 **번지  ,한우,허가,2025-05-15,,,,,,
1041,김제시,은하농장,전북특별자치도 김제시 황산면 남산리 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
1042,김제시,산수목장,전북특별자치도 김제시 황산면 남산리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1043,김제시,하송농장,전북특별자치도 김제시 황산면 남산리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1044,김제시,진천농장,전북특별자치도 김제시 황산면 진흥리 **번지  ,한우,등록 ,2025-05-15,,,,,,
1045,김제시,금호농장,전북특별자치도 김제시 황산면 용마리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
1046,김제시,대명농장,전북특별자치도 김제시 황산면 진흥리 **번지 ***호  ,한우,허가,2025-05-15,,,,,,
1047,김제시,용수농장,전북특별자치도 김제시 황산면 쌍감리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1048,김제시,수정농장,전북특별자치도 김제시 황산면 진흥리 ***번지 **호 외*** ,한우,허가,2025-05-15,,,,,,
1049,김제시,신진2농장,전북특별자치도 김제시 황산면 용마리 ****번지 **호  ,한우,허가,2025-05-15,,,,,,
1050,김제시,신진농장,전북특별자치도 김제시 황산면 용마리 ****번지 **호  ,한우,허가,2025-05-15,,,,,,
1051,김제시,효남매농장,전북특별자치도 김제시 황산면 쌍감리 ****번지  ,한우,허가,2025-05-15,,,,,,
1052,김제시,우림축산,"전북특별자치도 김제시 황산면 쌍감리 **번지 *호 (**-**, **-**, **-**, **-**) ",한우,허가,2025-05-15,,,,,,
1053,김제시,태만농장,전북특별자치도 김제시 황산면 진흥리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1054,김제시,홍정농장,전북특별자치도 김제시 황산면 홍정리 ***번지  ,한우,등록 ,2025-05-15,지평선초록농장,"서비스,산업>농업",전북특별자치도 김제시 황산면 홍정리 427-1,전북특별자치도 김제시 황산면 백학로 348-19,35.8106035,126.9468124
1055,김제시,태일농장,전북특별자치도 김제시 황산면 진흥리 **번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1056,김제시,팔봉농장,전북특별자치도 김제시 황산면 봉월리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1057,김제시,김학철농장,전북특별자치도 김제시 황산면 봉월리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1058,김제시,백일농장,전북특별자치도 김제시 황산면 쌍감리 **번지  ,한우,등록 ,2025-05-15,,,,,,
1059,김제시,황산축산,전북특별자치도 김제시 황산면 봉월리 ***번지 *호  ,한우,등록 ,2025-05-15,황산농민상담소,"공공,사회기관>농촌진흥청",전라북도 김제시 황산면 봉월리 618-27,전라북도 김제시 황산면 봉월4길 11,35.7951779,126.942991
1060,김제시,태희농장,전북특별자치도 김제시 황산면 남산리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1061,김제시,태희농장,전북특별자치도 김제시 황산면 남산리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1062,김제시,점동농장,전북특별자치도 김제시 황산면 홍정리 ***번지  ,한우,허가,2025-05-15,점동농장,농업>과실재배,전라북도 김제시 성덕면 대목리 504-18,전라북도 김제시 성덕면 점촌5길 153,35.8346945,126.835202
1063,김제시,문명농장,전북특별자치도 김제시 황산면 쌍감리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1064,김제시,덕성농장,전북특별자치도 김제시 황산면 쌍감리 *번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1065,김제시,동안농장,전북특별자치도 김제시 황산면 봉월리 **번지 *호 외*필지 ,한우,허가,2025-05-15,,,,,,
1066,김제시,늘봄농장,전북특별자치도 김제시 황산면 쌍감리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1067,김제시,늘봄농장,전북특별자치도 김제시 황산면 쌍감리 *번지 *호  ,한우,허가,2025-05-15,,,,,,
1068,김제시,세진농장,전북특별자치도 김제시 황산면 쌍감리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1069,김제시,진영농장,전북특별자치도 김제시 황산면 용마리 **번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1070,김제시,찬우농장,"전북특별자치도 김제시 황산면 봉월리 ***번지 *호 (***-*, ***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
1071,김제시,종남농장,전북특별자치도 김제시 황산면 봉월리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1072,김제시,홍정축산,전북특별자치도 김제시 황산면 홍정리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1073,김제시,황산농장,전북특별자치도 김제시 황산면 홍정리 ***번지  ,한우,등록 ,2025-05-15,지평선초록농장,"서비스,산업>농업",전북특별자치도 김제시 황산면 홍정리 427-1,전북특별자치도 김제시 황산면 백학로 348-19,35.8106035,126.9468124
1074,김제시,현준농장2,전북특별자치도 김제시 황산면 쌍감리 *번지 **호 (*-***) ,한우,허가,2025-05-15,,,,,,
1075,김제시,신홍농장,전북특별자치도 김제시 황산면 홍정리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
